index,gbifTaxonKey,scientificName,totalImages
4287,2949888,Chamaecrista belemii (H.S.Irwin & Barneby) H.S.Irwin & Barneby,6
4288,2949909,Chamaecrista desvauxii (Collad.) Killip,20
4289,2949996,Chamaecrista conferta (Benth.) H.S.Irwin & Barneby,20
4290,2950049,Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,20
4291,2950071,Chamaecrista pascuorum (Mart. ex Benth.) H.S.Irwin & Barneby,8
4292,2950085,Chamaecrista benthamii (Ghesq.) H.S.Irwin & Barneby,13
4293,2950121,Chamaecrista cytisoides (DC. ex Collad.) H.S.Irwin & Barneby,9
4294,2950162,Chamaecrista swainsonii (Benth.) H.S.Irwin & Barneby,11
4295,2950179,Chamaecrista glaucofilix (H.S.Irwin & Barneby) H.S.Irwin & Barneby,16
4296,2950203,Chamaecrista pilosa (L.) Greene,20
4297,2950215,Chamaecrista vestita (Vogel) H.S.Irwin & Barneby,13
4298,2950218,Chamaecrista ciliolata (Benth.) H.S.Irwin & Barneby,12
4299,2950239,Chamaecrista aurivilla (Mart. ex Benth.) H.S.Irwin & Barneby,16
4300,2950266,Chamaecrista cavalcantina (H.S.Irwin & Barneby) H.S.Irwin & Barneby,15
4301,2950275,Chamaecrista venulosa (Benth.) H.S.Irwin & Barneby,17
4302,2950278,Chamaecrista hatschbachii H.S.Irwin & Barneby,19
4303,2950288,Chamaecrista juruenensis (Hoehne) H.S.Irwin & Barneby,16
4304,2950372,Chamaecrista stillifera (H.S.Irwin & Barneby) H.S.Irwin & Barneby,15
4305,2950445,Chamaecrista adenophylla (Taub. ex Harms) H.S.Irwin & Barneby,14
4306,2950451,Chamaecrista debilis (Vogel) H.S.Irwin & Barneby,20
4307,2950453,Chamaecrista potentilla (Mart. ex Benth.) H.S.Irwin & Barneby,17
4308,2950464,Chamaecrista claussenii (Benth.) H.S.Irwin & Barneby,20
4309,2950503,Chamaecrista rotundata (Vogel) H.S.Irwin & Barneby,17
4310,2950513,Chamaecrista zygophylloides (Taub.) H.S.Irwin & Barneby,15
4311,2950525,Chamaecrista ensiformis (Vell.) H.S.Irwin & Barneby,20
4312,2950545,Chamaecrista cotinifolia (G.Don) H.S.Irwin & Barneby,11
4313,2950563,Chamaecrista urophyllidia (H.S.Irwin & Barneby) H.S.Irwin & Barneby,15
4314,2950565,Chamaecrista ochnacea (Vogel) H.S.Irwin & Barneby,18
4315,2950596,Chamaecrista supplex (Mart. ex Benth.) Britton & Rose ex Britton & Killip,20
4316,2950603,Chamaecrista fagonioides (Vogel) H.S.Irwin & Barneby,20
4317,2950630,Chamaecrista viscosa (Kunth) H.S.Irwin & Barneby,20
4318,2950652,Chamaecrista flexuosa (L.) Greene,20
4319,2950666,Chamaecrista hedysaroides (Vogel) H.S.Irwin & Barneby,17
4320,2950668,Chamaecrista roraimae (Benth.) Gleason,18
4321,2950689,Chamaecrista kunthiana (Schltdl. & Cham.) H.S.Irwin & Barneby,20
4322,2950746,Hymenaea rubriflora Ducke,18
4323,2950750,Hymenaea courbaril L.,20
4324,2950774,Hymenaea velutina Ducke,20
4325,2951478,Mucuna urens (L.) Medik.,20
4326,2951499,Mucuna pruriens (L.) DC.,20
4327,2951724,Stryphnodendron rotundifolium Mart.,20
4328,2951773,Piptadenia gonoacantha (Mart.) J.F.Macbr.,20
4329,2951804,Piptadenia micracantha Benth.,20
4330,2951816,Piptadenia anolidurus Barneby,20
4331,2951898,Hymenolobium alagoanum Ducke,15
4332,2951909,Teramnus uncinatus (L.) Sw.,19
4333,2951984,Ulex europaeus L.,20
4334,2952179,Andira vermifuga (Mart.) Benth.,20
4335,2952183,Andira ormosioides Benth.,20
4336,2952186,Andira fraxinifolia Benth.,20
4337,2952214,Andira inermis (W.Wright) DC.,20
4338,2952226,Andira legalis (Vell.) Toledo,18
4339,2952694,Peltogyne maranhensis Ducke,17
4340,2952701,Peltogyne angustiflora Ducke,19
4341,2952823,Anadenanthera colubrina (Vell.) Brenan,20
4342,2952845,Taralea cordata Ducke,20
4343,2952855,Taralea oppositifolia Aubl.,19
4344,2952882,Bituminaria bituminosa (L.) C.H.Stirt.,20
4345,2952950,Bauhinia acuruana Moric.,14
4346,2952993,Bauhinia ungulata L.,20
4347,2953003,Bauhinia ovata (Bong.) Vogel,16
4348,2953096,Schnella flexuosa (Moric.) Walp.,13
4349,2953099,Bauhinia brevipes Vogel,19
4350,2953146,Bauhinia longifolia (Bong.) Steud.,20
4351,2953154,Bauhinia tenella Benth.,18
4352,2953251,Bauhinia variegata L.,20
4353,2953351,Schnella splendens (Kunth) Benth.,18
4354,2953546,Bauhinia rufa (Bong.) Steud.,19
4355,2953547,Bauhinia holophylla (Bong.) Steud.,20
4356,2953715,Bauhinia monandra Kurz,20
4357,2953871,Bauhinia purpurea L.,20
4358,2956904,Senna covesii (A.Gray) H.S.Irwin & Barneby,20
4359,2956905,Senna siamea (Lam.) H.S.Irwin & Barneby,20
4360,2956931,Senna trachypus (Mart. ex Benth.) H.S.Irwin & Barneby,20
4361,2956939,Senna phlebadenia H.S.Irwin & Barneby,9
4362,2956955,Senna quinquangulata (Rich.) H.S.Irwin & Barneby,20
4363,2957014,Senna velutina (Vogel) H.S.Irwin & Barneby,20
4364,2957087,Senna acuruensis (Benth.) H.S.Irwin & Barneby,17
4365,2957157,Senna pinheiroi H.S.Irwin & Barneby,17
4366,2957158,Senna multijuga (Rich.) H.S.Irwin & Barneby,20
4367,2957187,Senna pendula (Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby,20
4368,2957257,Senna corifolia (Benth.) H.S.Irwin & Barneby,19
4369,2957319,Senna aculeata (Pohl ex Benth.) H.S.Irwin & Barneby,20
4370,2957345,Senna tapajozensis (Ducke) H.S.Irwin & Barneby,20
4371,2957408,Senna obtusifolia (L.) H.S.Irwin & Barneby,20
4372,2957418,Senna reniformis (G.Don) H.S.Irwin & Barneby,19
4373,2957478,Senna splendida (Vogel) H.S.Irwin & Barneby,20
4374,2957529,Senna septemtrionalis (Viv.) H.S.Irwin & Barneby,20
4375,2957576,Senna pilifera (Vogel) H.S.Irwin & Barneby,20
4376,2957590,Senna undulata (Benth.) H.S.Irwin & Barneby,19
4377,2957627,Senna georgica H.S.Irwin & Barneby,20
4378,2957831,Senna rugosa (G.Don) H.S.Irwin & Barneby,20
4379,2957841,Senna angulata (Vogel) H.S.Irwin & Barneby,20
4380,2957880,Senna cana (Nees & Mart.) H.S.Irwin & Barneby,18
4381,2957930,Senna neglecta (Vogel) H.S.Irwin & Barneby,20
4382,2958001,Senna cernua (Balb.) H.S.Irwin & Barneby,19
4383,2958026,Senna silvestris (Vell.) H.S.Irwin & Barneby,20
4384,2958051,Senna australis H.S.Irwin & Barneby,11
4385,2958076,Senna bicapsularis (L.) Roxb.,20
4386,2959394,Coursetia rostrata Benth.,20
4387,2959482,Gleditsia amorphoides (Griseb.) Taub.,20
4388,2961144,Enterolobium timbouva Mart.,20
4389,2961145,Enterolobium monjollo (Vell.) Mart.,17
4390,2961169,Enterolobium gummiferum (Mart.) J.F.Macbr.,20
4391,2962021,Canavalia rosea (Sw.) DC.,20
4392,2962082,Canavalia grandiflora Benth.,18
4393,2962124,Canavalia bonariensis Lindl.,20
4394,2962130,Canavalia parviflora Benth.,17
4395,2962154,Canavalia brasiliensis Mart. ex Benth.,20
4396,2962222,Discolobium hirtum Benth.,14
4397,2962224,Discolobium pulchellum Benth.,20
4398,2962750,Pithecellobium diversifolium Benth.,20
4399,2963252,Cratylia spectabilis Tul.,20
4400,2963276,Bionia coriacea (Nees) Benth.,14
4401,2963770,Mysanthus uleanus (Harms) G.P.Lewis & A.Delgado,6
4402,2964055,Lupinus subsessilis Benth.,15
4403,2964092,Lupinus sellowianus Harms,17
4404,2964115,Lupinus bracteolaris Desr.,20
4405,2964241,Lupinus multiflorus Desr.,20
4406,2964244,Lupinus paranensis C.P.Sm.,19
4407,2964329,Lupinus gibertianus C.P.Sm.,20
4408,2964762,Uleanthus erythrinoides Harms,10
4409,2964888,Centrosema dasyanthum Benth.,17
4410,2964890,Centrosema rotundifolium Mart. ex Benth.,19
4411,2964899,Centrosema vexillatum Benth.,19
4412,2964904,Centrosema pubescens Benth.,20
4413,2964917,Centrosema bifidum Benth.,19
4414,2964962,Centrosema bracteosum Benth.,19
4415,2964981,Centrosema venosum Mart. ex Benth.,20
4416,2964984,Centrosema pascuorum Mart. ex Benth.,20
4417,2964988,Centrosema brasilianum (L.) Benth.,20
4418,2964999,Centrosema arenarium Benth.,20
4419,2965014,Centrosema angustifolium (Kunth) Benth.,20
4420,2965132,Vatairea macrocarpa (Benth.) Ducke,20
4421,2965354,Medicago falcata L.,20
4422,2965527,Medicago arabica (L.) Huds.,20
4423,2965531,Medicago polymorpha L.,20
4424,2965572,Medicago minima (L.) L.,20
4425,2965589,Vataireopsis speciosa Ducke,19
4426,2965590,Vataireopsis araroba (Aguiar) Ducke,17
4427,2966815,Cynometra hostmanniana Tul.,18
4428,2966819,Cynometra longicuspis Ducke,19
4429,2966847,Cynometra bauhiniifolia Benth.,20
4430,2967003,Acosmium lentiscifolium Schott,20
4431,2967365,Desmodium axillare (Sw.) DC.,20
4432,2967724,Desmodium scorpiurus (Sw.) Desv.,13
4433,2967767,Desmodium adscendens (Sw.) DC.,20
4434,2967898,Desmodium barbatum (L.) Benth.,17
4435,2967927,Desmodium leiocarpum (Spreng.) G.Don,14
4436,2968371,Dalbergia glaucescens (Mart. ex Benth.) Benth.,16
4437,2968420,Dalbergia foliolosa Benth.,18
4438,2968593,Dalbergia ecastaphyllum (L.) Taub.,20
4439,2968670,Dalbergia riedelii (Benth.) Sandwith,17
4440,2968672,Dalbergia nigra (Vell.) Allemão ex Benth.,20
4441,2968679,Dalbergia decipularis Rizzini & A.Mattos,9
4442,2968712,Dalbergia elegans A.M.Carvalho,17
4443,2968824,Dalbergia frutescens (Vell.) Britton,20
4444,2968892,Dalbergia inundata Spruce ex Benth.,18
4445,2968903,Dalbergia cearensis Ducke,15
4446,2968919,Dalbergia ernest-ulei Hoehne,8
4447,2968927,Dalbergia miscolobium Benth.,20
4448,2968992,Lonchocarpus nitidus (Vogel) Benth.,20
4449,2969156,Lonchocarpus sericeus (Poir.) Kunth ex DC.,20
4450,2969239,Mimosa maracayuensis Chodat & Hassl.,13
4451,2969262,Mimosa sensitiva L.,20
4452,2969279,Mimosa filipes Mart.,18
4453,2969280,Mimosa acutistipula var. ferrea Barneby,19
4454,2969297,Mimosa lewisii Barneby,11
4455,2969302,Mimosa sensibilis Griseb.,20
4456,2969331,Mimosa congestifolia Burkart,17
4457,2969342,Mimosa hypoglauca var. hypoglauca,18
4458,2969351,Mimosa diplotricha C.Wright ex Sauvalle,8
4459,2969353,Mimosa invisa Mart. ex Colla,20
4460,2969409,Mimosa guilandinae (DC.) Barneby,20
4461,2969412,Mimosa extensa Benth.,19
4462,2969431,Mimosa pigra L.,20
4463,2969453,Mimosa niederleinii Burkart,16
4464,2969460,Mimosa taimbensis Burkart,18
4465,2969490,Mimosa papposa Benth.,14
4466,2969499,Mimosa artemisiana Heringer & Paula,20
4467,2969510,Mimosa hirsutissima Mart.,20
4468,2969575,Mimosa paludosa Benth.,20
4469,2969589,Mimosa rufipila Benth.,16
4470,2969628,Mimosa speciosissima Taub.,15
4471,2969630,Mimosa rufescens var. rufescens,18
4472,2969631,Mimosa weddelliana Benth.,20
4473,2969768,Mimosa gemmulata Barneby,15
4474,2969783,Mimosa dichroa Barneby ex G.P.Lewis,14
4475,2969785,Mimosa chrysastra Mart. ex Benth.,14
4476,2969802,Mimosa micropteris Benth.,15
4477,2969808,Mimosa albolanata var. paucipinna (Benth.) Barneby,14
4478,2969826,Mimosa ceratonia L.,20
4479,2969833,Mimosa verrucosa Benth.,11
4480,2969912,Mimosa pithecolobioides Benth.,16
4481,2969922,Mimosa arenosa (Willd.) Poir.,20
4482,2969929,Mimosa dolens Vell.,20
4483,2969958,Mimosa velloziana Mart.,20
4484,2969995,Mimosa balduinii Burkart,13
4485,2970017,Mimosa dryandroides Taub.,12
4486,2970021,Mimosa lanata Benth.,17
4487,2970030,Mimosa laticifera Rizzini & N.F.Mattos,16
4488,2970056,Mimosa lanuginosa Glaz. ex Burkart,20
4489,2970071,Mimosa somnians Humb. & Bonpl. ex Willd.,20
4490,2970098,Mimosa melanocarpa Benth.,15
4491,2970117,Mimosa setosissima Taub.,11
4492,2970122,Mimosa ursina Mart.,20
4493,2970149,Mimosa furfuracea Benth.,11
4494,2970162,Mimosa elliptica Benth.,20
4495,2970171,Mimosa coruscocaesia Barneby,10
4496,2970175,Mimosa nitens Benth.,11
4497,2970208,Mimosa irrigua Barneby,12
4498,2970238,Mimosa ourobrancoensis Burkart,18
4499,2970240,Mimosa radula Benth.,14
4500,2970245,Mimosa myriophylla Bong. ex Benth.,10
4501,2970275,Mimosa sericantha Benth.,13
4502,2970418,Leucaena leucocephala (Lam.) de Wit,20
4503,2970463,Brownea grandiceps Jacq.,20
4504,2970700,Sesbania exasperata Kunth,20
4505,2971008,Dialium guianense (Aubl.) Sandwith,20
4506,2971016,Melilotus indicus (L.) All.,20
4507,2971209,Samanea inopinata (Harms) Barneby & J.W.Grimes,18
4508,2971378,Indigofera microcarpa Desv.,20
4509,2971503,Indigofera asperifolia Bong. ex Benth.,20
4510,2972300,Indigofera lespedezioides Kunth,20
4511,2973046,Albizia niopoides (Spruce ex Benth.) Burkart,19
4512,2973063,Pseudalbizzia inundata (Mart.) E.J.M.Koenen & Duno,20
4513,2973079,Albizia edwallii (Hoehne) Barneby & J.W.Grimes,15
4514,2973215,Albizia lebbeck (L.) Benth.,20
4515,2974269,Dimorphandra mollis Benth.,20
4516,2974282,Dimorphandra jorgei M.F.Silva,17
4517,2974643,Crudia bracteata Benth.,19
4518,2974832,Vicia faba L.,20
4519,2975014,Vicia sativa L.,20
4520,2975287,Vicia cracca L.,20
4521,2975674,Stylosanthes macrocephala M.B.Ferreira & Sousa Costa,18
4522,2975687,Stylosanthes ruellioides Mart. ex Benth.,18
4523,2975691,Stylosanthes capitata Vogel,20
4524,2975693,Stylosanthes guianensis (Aubl.) Sw.,20
4525,2975755,Stylosanthes hippocampoides Mohlenbr.,20
4526,2975760,Stylosanthes acuminata M.B.Ferreira & Sousa Costa,17
4527,2976278,Entada polyphylla Benth.,20
4528,2976898,Moldenhawera brasiliensis Yakovlev,5
4529,2976901,Moldenhawera floribunda Schrad.,14
4530,2978138,Copaifera lucens Dwyer,20
4531,2978146,Copaifera coriacea Mart.,15
4532,2978153,Copaifera trapezifolia Hayne,20
4533,2978843,Senegalia westiana (DC.) Britton & Rose,20
4534,2979091,Acacia mangium Willd.,20
4535,2979265,Vachellia farnesiana (L.) Wight & Arn.,20
4536,2980360,Senegalia polyphylla (DC.) Britton & Rose,20
4537,2981801,Calliandra foliolosa Benth.,20
4538,2981809,Calliandra viscidula Benth.,16
4539,2981819,Calliandra leptopoda Benth.,9
4540,2981852,Calliandra virgata Benth.,19
4541,2981954,Calliandra fasciculata Benth.,19
4542,2981970,Calliandra calycina Benth.,8
4543,2981978,Calliandra sessilis Benth.,16
4544,2981983,Calliandra longipes Benth.,20
4545,2982128,Calliandra spinosa Ducke,19
4546,2982153,Calliandra linearis Benth.,14
4547,2982155,Calliandra haematocephala Hassk.,20
4548,2982173,Calliandra luetzelburgii Harms,9
4549,2982271,Calliandra lanata Benth.,8
4550,2982277,Calliandra harrisii (Lindl.) Benth.,20
4551,2982301,Calliandra parviflora Benth.,20
4552,2982349,Calliandra dysantha Benth.,20
4553,2982464,"Vigna halophila (Piper) Maréchal, Mascherpa & Stainier",20
4554,2982515,Vigna hosei (Craib) Backer,20
4555,2982679,Vigna longifolia (Benth.) Verdc.,20
4556,2982753,Vigna umbellata (Thunb.) Ohwi & H.Ohashi,20
4557,2984168,Galactia remansoana Harms,11
4558,2984214,Galactia jussiaeana Kunth,20
4559,2984339,Urera baccifera (L.) Gaudich. ex Wedd.,20
4560,2984565,Artocarpus heterophyllus Lam.,20
4561,2984573,Artocarpus altilis (Parkinson) Fosberg,20
4562,2984828,Couepia monteclarensis Prance,16
4563,2984962,Parinari brasiliensis (Schott) Hook.fil.,20
4564,2985011,Parinari brachystachyum Benth.,10
4565,2985068,Exellodendron gracile (Kuhlm.) Prance,19
4566,2985082,Chrysobalanus icaco L.,20
4567,2985110,Hirtella glandulosa Spreng.,20
4568,2985159,Hirtella corymbosa Cham. & Schltdl.,20
4569,2985186,Hirtella gracilipes (Hook.fil.) Prance,20
4570,2985192,Hirtella physophora Mart. & Zucc.,20
4571,2985219,Hirtella bahiensis Prance,13
4572,2985280,Moquilea salzmannii Hook.fil.,15
4573,2985375,Licania littoralis Warm.,20
4574,2985452,Licania leptostachya Benth.,20
4575,2985494,Licania dealbata Hook.fil.,18
4576,2985500,Moquilea tomentosa Benth.,20
4577,2985523,Licania arianeae Prance,16
4578,2985930,Kalanchoe pinnata (Lam.) Pers.,20
4579,2985934,Kalanchoe fedtschenkoi Raym.-Hamet & H.Perrier,20
4580,2985940,Kalanchoe delagoensis Eckl. & Zeyh.,20
4581,2985965,Deutzia scabra Thunb.,20
4582,2985994,Hydrangea macrophylla (Thunb.) Ser.,20
4583,2986045,Philadelphus caucasicus Koehne,20
4584,2986073,Suriana maritima L.,20
4585,2986239,Pittosporum undulatum Vent.,20
4586,2988222,Pyracantha angustifolia (Franch.) C.K.Schneid.,20
4587,2989183,Rubus niveus Thunb.,20
4588,2991264,Rubus brasiliensis Mart.,19
4589,2995471,Rubus urticifolius Poir.,20
4590,2999492,Rubus erythroclados Mart. ex Hook.fil.,19
4591,3002530,Rosa gallica L.,20
4592,3029380,Quillaja lancifolia D.Don,20
4593,3032537,Weinmannia intermedia Schltdl. & Cham.,20
4594,3032984,Diospyros kaki L.f.,20
4595,3033434,Ranunculus parviflorus L.,18
4596,3033449,Ranunculus bonariensis var. trisepalus (Gillies ex Hook. & Arn.) Lourteig,20
4597,3033833,Delphinium ajacis L.,20
4598,3033836,Delphinium consolida L.,20
4599,3033894,Berberis vulgaris L.,20
4600,3033937,Cissampelos pareira L.,20
4601,3033985,Cinnamomum burmanni (Nees & T.Nees) Blume,20
4602,3033991,Camphora officinarum Nees,20
4603,3034015,Laurus nobilis L.,20
4604,3034046,Persea americana Mill.,20
4605,3034089,Aniba firmula (Nees & Mart.) Mez,20
4606,3034611,Hydrocotyle bonariensis Comm. ex Lam.,20
4607,3034614,Hydrocotyle umbellata L.,20
4608,3034922,Foeniculum vulgare Mill.,20
4609,3034961,Dendropanax cuneatus (DC.) Decne. & Planch.,20
4610,3034985,Dendropanax australis Fiaschi & Jung-Mend.,20
4611,3036978,Aralia warmingiana (Marchal) J.Wen,20
4612,3037723,Didymopanax selloi Marchal,14
4613,3037743,Didymopanax longipetiolatus (Pohl ex DC.) Marchal,19
4614,3038127,Didymopanax vinosus (Cham. & Schltdl.) Marchal,17
4615,3038604,Schefflera distractiflora (Harms) Frodin,20
4616,3038724,Heptapleurum arboricola Hayata,20
4617,3038751,Didymopanax macrocarpus (Cham. & Schltdl.) Seem.,20
4618,3038870,Didymopanax angustissimus Marchal,20
4619,3039162,Cissus erosa (L.) Rich.,20
4620,3039173,Cissus verticillata (L.) Nicolson & C.E.Jarvis,20
4621,3039467,Frangula sphaerosperma (Sw.) Kartesz & Gandhi,20
4622,3040983,Raphanus raphanistrum L.,20
4623,3042845,Brassica oleracea L.,20
4624,3046258,Cardamine hirsuta L.,20
4625,3046890,Sisymbrium officinale (L.) Scop.,20
4626,3047558,Rorippa nasturtium-aquaticum (L.) Hayek,20
4627,3054196,Cleome rutidosperma DC.,20
4628,3054220,Cleome houtteana Schltdl.,20
4629,3055035,Caperonia heteropetala Didr.,19
4630,3055066,Caperonia buettneriacea Müll.Arg.,10
4631,3055172,Stillingia argutedentata Jabl.,18
4632,3055173,Stillingia dichotoma Müll.Arg.,20
4633,3055354,Alchornea discolor Poepp.,20
4634,3055361,Alchornea glandulosa Poepp.,20
4635,3055511,Alchornea triplinervia (Spreng.) Müll.Arg.,20
4636,3055603,Dalechampia pernambucensis Baill.,20
4637,3055611,Dalechampia ficifolia Lam.,20
4638,3055693,Dalechampia brasiliensis Lam.,19
4639,3055701,Dalechampia linearis Baill.,20
4640,3055794,Dalechampia triphylla Lam.,18
4641,3055800,Dalechampia micromeria Baill.,20
4642,3056123,Acalypha acuminata Benth.,17
4643,3056130,Acalypha brasiliensis Müll.Arg.,20
4644,3056509,Acalypha gracilis Spreng.,20
4645,3056742,Acalypha arvensis Poepp.,20
4646,3056784,Acalypha communis Müll.Arg.,20
4647,3057221,Acalypha wilkesiana Müll.Arg.,20
4648,3057491,Croton urucurana Baill.,20
4649,3057798,Croton urticifolius Lam.,20
4650,3057803,Croton floribundus Spreng.,20
4651,3057916,Croton sapiifolius Müll.Arg.,9
4652,3058140,Croton tetradenius Baill.,10
4653,3058182,Croton stenotrichus Müll.Arg.,17
4654,3058185,Croton glandulosus L.,20
4655,3058234,Croton adenocalyx Baill.,17
4656,3058264,Croton pallidulus Baill.,20
4657,3058553,Croton splendidus Mart.,17
4658,3058577,Croton salutaris Casar.,20
4659,3058725,Croton erythroxyloides Baill.,19
4660,3058758,Croton nepetifolius Baill.,20
4661,3058825,Croton triqueter Lam.,20
4662,3058937,Croton sellowii Baill.,13
4663,3058942,Croton hirtus L'Hér.,20
4664,3059034,Croton organensis Baill.,20
4665,3059075,Croton blanchetianus Baill.,20
4666,3059461,Croton goyazensis Müll.Arg.,20
4667,3059766,Croton pedicellatus Kunth,18
4668,3059874,Croton gnaphaloides Schrad.,19
4669,3060064,Croton didrichsenii G.L.Webster,15
4670,3060733,Manihot tripartita (Spreng.) Müll.Arg.,18
4671,3060787,Manihot pohlii Wawra,20
4672,3060789,Manihot leptophylla Pax & K.Hoffm.,20
4673,3060792,Manihot xavantinensis D.J.Rogers & Appan,17
4674,3060817,Manihot caerulescens Pohl,19
4675,3060889,Manihot baccata Allem,18
4676,3060936,Manihot sparsifolia Pohl,11
4677,3060993,Manihot violacea Pohl,20
4678,3060998,Manihot esculenta Crantz,20
4679,3061187,Gymnanthes multiramea (Klotzsch) Müll.Arg.,19
4680,3061292,Algernonia leandrii (Baill.) G.L.Webster,20
4681,3061705,Tragia volubilis L.,20
4682,3062246,Omphalea diandra L.,20
4683,3063242,Actinostemon klotzschii (Didr.) Pax,20
4684,3063716,Senefeldera verticillata (Vell.) Croizat,20
4685,3063823,Euphorbia cyathophora Murray,20
4686,3063862,Euphorbia potentilloides Boiss.,20
4687,3064495,Euphorbia cyathophora Murray,20
4688,3064913,Euphorbia chrysophylla (Klotzsch & Garcke) Klotzsch ex Boiss.,18
4689,3065218,Euphorbia dioeca Kunth,20
4690,3066465,Euphorbia pulcherrima Willd. ex Klotzsch,20
4691,3066624,Euphorbia peperomioides Boiss.,19
4692,3067157,Euphorbia milii Des Moul.,20
4693,3068136,Euphorbia lycioides Boiss.,13
4694,3068937,Euphorbia hirta L.,20
4695,3069353,Euphorbia tirucalli L.,20
4696,3069915,Euphorbia zonosperma Müll.Arg.,19
4697,3070302,Euphorbia comosa Vell.,20
4698,3070364,Euphorbia bahiensis (Klotzsch & Garcke) Boiss.,19
4699,3070530,Euphorbia phosphorea Mart.,20
4700,3070736,Plukenetia serrata (Vell.) L.J.Gillespie,19
4701,3071171,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,20
4702,3071476,Codiaeum variegatum (L.) Rumph. ex A.Juss.,20
4703,3071744,Mabea fistulifera Mart.,20
4704,3071768,Mabea anadena Pax & K.Hoffm.,18
4705,3072468,Aparisthmium cordatum (A.Juss.) Baill.,20
4706,3072835,Jatropha ribifolia (Pohl) Baill.,19
4707,3072953,Jatropha curcas L.,20
4708,3072985,Jatropha multifida L.,20
4709,3073010,Jatropha elliptica (Pohl) Oken,20
4710,3073016,Jatropha podagrica Hook.,20
4711,3073075,Jatropha mollissima (Pohl) Baill.,20
4712,3073268,Gymnanthes klotzschiana Müll.Arg.,18
4713,3073354,Gymnanthes schottiana Müll.Arg.,16
4714,3073442,Cnidoscolus ulei (Pax) Pax,10
4715,3073448,Cnidoscolus quercifolius Pohl,20
4716,3073653,Cnidoscolus urens (L.) Arthur,20
4717,3073692,Cnidoscolus oligandrus (Müll.Arg.) Pax,20
4718,3074845,Microstachys ditassoides (Didr.) Esser,14
4719,3074956,Conceveiba guianensis Aubl.,20
4720,3075087,Joannesia princeps Vell.,20
4721,3075092,Joannesia heveoides Ducke,15
4722,3075387,Lacistema robustum Schnizl.,8
4723,3075392,Lacistema pubescens Mart.,20
4724,3075858,Drypetes sessiliflora Allemão,15
4725,3079092,Hieronyma alchorneoides Allemão,20
4726,3082283,Plumbago auriculata Lam.,20
4727,3082285,Plumbago scandens L.,17
4728,3082401,Lecythis lurida (Miers) S.A.Mori,20
4729,3082508,Lecythis lanceolata Poir.,20
4730,3083018,"Cariniana parvifolia S.A.Mori, Prance & Menandro",11
4731,3083020,Cariniana estrellensis (Raddi) Kuntze,20
4732,3083033,Cariniana ianeirensis R.Knuth,20
4733,3083036,Cariniana legalis (Mart.) Kuntze,20
4734,3083120,Couratari macrosperma A.C.Sm.,20
4735,3083180,Bertholletia excelsa Bonpl.,20
4736,3083320,Eschweilera micrantha (O.Berg) Miers,19
4737,3083326,Eschweilera tetrapetala S.A.Mori,13
4738,3083384,Eschweilera ovata (Cambess.) Mart. ex Miers,20
4739,3083414,Eschweilera nana (O.Berg) Miers,20
4740,3084036,Rhipsalis baccifera (J.S.Muell.) Stearn,20
4741,3084670,Talinum fruticosum (L.) Juss.,20
4742,3084698,Portulaca umbraticola Kunth,20
4743,3084700,Portulaca grandiflora Hook.,20
4744,3084842,Carpobrotus edulis (L.) N.E.Br.,20
4745,3084883,Sesuvium portulacastrum (L.) L.,20
4746,3084908,Gomphrena globosa L.,20
4747,3084911,Gomphrena celosioides Mart.,20
4748,3084923,Alternanthera philoxeroides (Mart.) Griseb.,20
4749,3084949,Alternanthera pungens Kunth,20
4750,3084968,Alternanthera tenella Colla,19
4751,3085038,Iresine diffusa Humb. & Bonpl. ex Willd.,20
4752,3085168,Achyranthes aspera L.,20
4753,3085191,Celosia argentea L.,20
4754,3086066,Guapira obtusata (Jacq.) Little,9
4755,3086282,Boerhavia diffusa L.,20
4756,3086325,Piper marginatum Jacq.,20
4757,3086328,Piper tuberculatum Jacq.,20
4758,3086333,Piper amalago L.,20
4759,3086349,Piper dilatatum Rich.,20
4760,3086357,Piper nigrum L.,20
4761,3086367,Peperomia pellucida (L.) Kunth,20
4762,3086412,Peperomia pellucida (L.) Kunth,20
4763,3086421,Peperomia serpens (Sw.) Loudon,16
4764,3086423,Peperomia obtusifolia (L.) A.Dietr.,20
4765,3086448,Peperomia tetraphylla (G.Forst.) Hook. & Arn.,20
4766,3086499,Peperomia urocarpa Fisch. & C.A.Mey.,20
4767,3086528,Rhizophora mangle L.,20
4768,3086845,Flaveria trinervia (Spreng.) C.Mohr,20
4769,3087027,Echinocoryne holosericea (Mart. ex DC.) H.Rob.,10
4770,3087687,Chromolaena horminoides DC.,14
4771,3087704,Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.,20
4772,3087709,Chromolaena tecta (Gardner) R.M.King & H.Rob.,16
4773,3087748,Chromolaena revoluta (Gardner) R.M.King & H.Rob.,6
4774,3087935,Chromolaena ivifolia (L.) R.M.King & H.Rob.,20
4775,3087955,Chromolaena leucocephala Gardner,20
4776,3087956,Chromolaena squalida (DC.) R.M.King & H.Rob.,19
4777,3088481,Tagetes minuta L.,20
4778,3088488,Tagetes patula L.,20
4779,3088794,Delilia biflora (L.) Kuntze,20
